"gebieden";"onderwerpen";"data_2000";"data_2001";"data_2002";"data_2003";"data_2004";"data_2005";"data_2006";"data_2007";"data_2008";"data_2009";"data_2010";"data_2011";"data_2012"
"Borgerhout";"Gemiddelde leeftijd";"39,5865668";"39,230822";"38,9512425";"38,8748703";"38,6576032";"38,3932659";"38,2738137";"37,9893889";"37,6221737";"37,3268281";"37,3643274";"36,9882033";"36,5318411"
"Borgerhout";"Aantal 0 tem 11-jarigen";"6329";"6442";"6603";"6588";"6668";"6783";"6909";"7119";"7393";"7657";"7605";"7979";"8411"
"Borgerhout";"Aantal 12 tem 17-jarigen";"2874";"2937";"2999";"3069";"3164";"3199";"3186";"3128";"3110";"3028";"3014";"3021";"3164"
"Borgerhout";"Aantal 18 tem 24-jarigen";"3513";"3701";"3793";"3824";"3839";"3906";"3879";"3964";"3971";"3972";"3940";"3907";"4007"
"Borgerhout";"Aantal 25 tem 39-jarigen";"8445";"8656";"8828";"8815";"8926";"9056";"9263";"9421";"9725";"9919";"9813";"10250";"10782"
"Borgerhout";"Aantal 40 tem 64-jarigen";"11167";"11213";"11266";"11326";"11345";"11443";"11504";"11520";"11557";"11658";"11746";"11996";"12373"
"Borgerhout";"Aantal 65-plussers";"8005";"7866";"7838";"7807";"7764";"7638";"7598";"7445";"7277";"7116";"7030";"6927";"6833"
"Borgerhout";"Aantal 18 tem 64-jarigen";"23125";"23570";"23887";"23965";"24110";"24405";"24646";"24905";"25253";"25549";"25499";"26153";"27162"
"Borgerhout";"Percentage 0 tem 11-jarigen";"15,6918652";"15,783413";"15,9774482";"15,9019045";"15,9881072";"16,1403926";"16,3182881";"16,7124445";"17,1798387";"17,6632065";"17,6253824";"18,1011797";"18,4573184"
"Borgerhout";"Percentage 12 tem 17-jarigen";"7,1256787";"7,1958839";"7,2567571";"7,4078544";"7,5864384";"7,6121356";"7,524977";"7,3432401";"7,2270118";"6,9850058";"6,98526";"6,8534483";"6,9431644"
"Borgerhout";"Percentage 18 tem 24-jarigen";"8,7099893";"9,0677447";"9,1780192";"9,2302493";"9,2049106";"9,2944676";"9,1617657";"9,3058197";"9,2278019";"9,1626298";"9,1313618";"8,8634301";"8,7930656"
"Borgerhout";"Percentage 25 tem 39-jarigen";"20,9381896";"21,2078893";"21,3613376";"21,2773661";"21,4021963";"21,5490779";"21,8781738";"22,116581";"22,5989357";"22,8811995";"22,7426532";"23,253176";"23,6603028"
"Borgerhout";"Percentage 40 tem 64-jarigen";"27,6870057";"27,4727429";"27,2606286";"27,3383379";"27,202321";"27,2290303";"27,1711661";"27,044158";"26,8561337";"26,8927336";"27,2225827";"27,2141561";"27,1516348"
"Borgerhout";"Percentage 65-plussers";"19,8472715";"19,2723264";"18,9658093";"18,8442878";"18,6160265";"18,1748959";"17,9456293";"17,4777566";"16,9102782";"16,4152249";"16,2927598";"15,7146098";"14,9945139"
"Borgerhout";"Percentage 18 tem 64-jarigen";"57,3351846";"57,7483768";"57,7999855";"57,8459533";"57,8094279";"58,0725758";"58,2111056";"58,4665587";"58,6828713";"58,9365629";"59,0965978";"59,3307623";"59,6050033"
"Borgerhout";"Aantal 0 tem 9-jarigen";"5320";"5411";"5499";"5514";"5636";"5795";"5924";"6117";"6357";"6607";"6598";"6882";"7265"
"Borgerhout";"Aantal 10 tem 19-jarigen";"4901";"5041";"5177";"5148";"5251";"5287";"5236";"5215";"5252";"5151";"5120";"5207";"5378"
"Borgerhout";"Aantal 20 tem 29-jarigen";"5304";"5471";"5601";"5719";"5792";"5877";"6030";"6056";"6217";"6273";"6041";"6267";"6572"
"Borgerhout";"Aantal 30 tem 39-jarigen";"5636";"5813";"5946";"5915";"5918";"5985";"6047";"6244";"6373";"6545";"6613";"6801";"7149"
"Borgerhout";"Aantal 40 tem 49-jarigen";"4779";"4880";"4995";"5081";"5173";"5230";"5267";"5257";"5281";"5334";"5388";"5588";"5842"
"Borgerhout";"Aantal 50 tem 59-jarigen";"4347";"4305";"4324";"4361";"4358";"4402";"4406";"4376";"4317";"4366";"4412";"4501";"4638"
"Borgerhout";"Aantal 60 tem 69-jarigen";"4121";"4000";"3875";"3746";"3716";"3673";"3669";"3654";"3633";"3567";"3543";"3524";"3552"
"Borgerhout";"Aantal 70 tem 79-jarigen";"3929";"3809";"3726";"3704";"3592";"3495";"3443";"3371";"3298";"3256";"3164";"3049";"2920"
"Borgerhout";"Aantal 80 tem 89-jarigen";"1673";"1758";"1870";"1911";"1923";"1934";"1962";"1972";"1974";"1960";"1991";"1960";"1904"
"Borgerhout";"Aantal 90+'ers";"323";"327";"314";"330";"347";"347";"355";"335";"331";"291";"278";"301";"350"
"Borgerhout";"Aantal mannen 0-9 jaar";"2628";"2662";"2735";"2763";"2851";"2934";"3032";"3138";"3251";"3404";"3374";"3518";"3706"
"Borgerhout";"Aantal mannen 10-19 jaar";"2506";"2550";"2592";"2560";"2566";"2554";"2557";"2569";"2605";"2564";"2530";"2595";"2681"
"Borgerhout";"Aantal mannen 20-29 jaar";"2704";"2791";"2846";"2863";"2856";"2833";"2915";"2913";"2983";"3008";"2912";"3008";"3149"
"Borgerhout";"Aantal mannen 30-39 jaar";"2991";"3118";"3167";"3147";"3164";"3221";"3264";"3338";"3399";"3427";"3409";"3511";"3745"
"Borgerhout";"Aantal mannen 40-49 jaar";"2468";"2521";"2581";"2680";"2712";"2742";"2820";"2866";"2877";"2926";"2911";"3016";"3196"
"Borgerhout";"Aantal mannen 50-59 jaar";"2186";"2175";"2172";"2164";"2154";"2172";"2171";"2168";"2160";"2202";"2235";"2257";"2330"
"Borgerhout";"Aantal mannen 60-69 jaar";"1947";"1909";"1844";"1805";"1816";"1785";"1798";"1803";"1738";"1722";"1714";"1705";"1707"
"Borgerhout";"Aantal mannen 70-79 jaar";"1617";"1566";"1520";"1495";"1446";"1420";"1424";"1404";"1424";"1395";"1365";"1331";"1269"
"Borgerhout";"Aantal mannen 80-89 jaar";"501";"561";"629";"641";"666";"665";"673";"659";"659";"675";"696";"695";"692"
"Borgerhout";"Aantal mannen 90+ jaar";"52";"46";"55";"64";"73";"67";"71";"63";"66";"60";"68";"69";"83"
"Borgerhout";"Aantal vrouwen 0-9 jaar";"2692";"2749";"2764";"2751";"2785";"2861";"2892";"2979";"3106";"3203";"3224";"3364";"3559"
"Borgerhout";"Aantal vrouwen 10-19 jaar";"2395";"2491";"2585";"2588";"2685";"2733";"2679";"2646";"2647";"2587";"2590";"2612";"2697"
"Borgerhout";"Aantal vrouwen 20-29 jaar";"2600";"2680";"2755";"2856";"2936";"3044";"3115";"3143";"3234";"3265";"3129";"3259";"3423"
"Borgerhout";"Aantal vrouwen 30-39 jaar";"2645";"2695";"2779";"2768";"2754";"2764";"2783";"2906";"2974";"3118";"3204";"3290";"3404"
"Borgerhout";"Aantal vrouwen 40-49 jaar";"2311";"2359";"2414";"2401";"2461";"2488";"2447";"2391";"2404";"2408";"2477";"2572";"2646"
"Borgerhout";"Aantal vrouwen 50-59 jaar";"2161";"2130";"2152";"2197";"2204";"2230";"2235";"2208";"2157";"2164";"2177";"2244";"2308"
"Borgerhout";"Aantal vrouwen 60-69 jaar";"2174";"2091";"2031";"1941";"1900";"1888";"1871";"1851";"1895";"1845";"1829";"1819";"1845"
"Borgerhout";"Aantal vrouwen 70-79 jaar";"2312";"2243";"2206";"2209";"2146";"2075";"2019";"1967";"1874";"1861";"1799";"1718";"1651"
"Borgerhout";"Aantal vrouwen 80-89 jaar";"1172";"1197";"1241";"1270";"1257";"1269";"1289";"1313";"1315";"1285";"1295";"1265";"1212"
"Borgerhout";"Aantal vrouwen 90+ jaar";"271";"281";"259";"266";"274";"280";"284";"272";"265";"231";"210";"232";"267"
"Borgerhout";"Percentage 0 tem 9-jarigen";"13,1901917";"13,2573809";"13,3060711";"13,3095175";"13,5136431";"13,7894111";"13,9918279";"14,3601662";"14,772384";"15,2410611";"15,2915546";"15,6125227";"15,942506"
"Borgerhout";"Percentage 10 tem 19-jarigen";"12,1513401";"12,3508514";"12,5269194";"12,4260784";"12,5905146";"12,5806068";"12,3668485";"12,2426462";"12,2045872";"11,8823529";"11,8661352";"11,8126134";"11,8016239"
"Borgerhout";"Percentage 20 tem 29-jarigen";"13,1505219";"13,4043856";"13,5528831";"13,80434";"13,88769";"13,984533";"14,2421881";"14,2169636";"14,4470523";"14,4705882";"14,0006489";"14,2173321";"14,4217687"
"Borgerhout";"Percentage 30 tem 39-jarigen";"13,9736692";"14,2423129";"14,3876884";"14,2774385";"14,1898048";"14,2415229";"14,2823402";"14,6583093";"14,8095648";"15,0980392";"15,3263187";"15,4287659";"15,6879526"
"Borgerhout";"Percentage 40 tem 49-jarigen";"11,8488583";"11,9563886";"12,0865294";"12,2643559";"12,4034911";"12,4449732";"12,4400671";"12,3412447";"12,2719773";"12,3044983";"12,4872532";"12,676951";"12,8198376"
"Borgerhout";"Percentage 50 tem 59-jarigen";"10,777775";"10,5475928";"10,4628935";"10,5264428";"10,4493358";"10,4747174";"10,406481";"10,2730239";"10,031836";"10,071511";"10,2252712";"10,21098";"10,1777485"
"Borgerhout";"Percentage 60 tem 69-jarigen";"10,2174398";"9,8003185";"9,3764367";"9,0419754";"8,909989";"8,7400357";"8,6657691";"8,5780689";"8,4423582";"8,2283737";"8,2112728";"7,9945554";"7,7946017"
"Borgerhout";"Percentage 70 tem 79-jarigen";"9,7414028";"9,3323533";"9,0158976";"8,9405972";"8,6126696";"8,3164783";"8,1319823";"7,9137028";"7,6638859";"7,5109573";"7,3329007";"6,9169691";"6,4077244"
"Borgerhout";"Percentage 80 tem 89-jarigen";"4,1479682";"4,30724";"4,5248869";"4,6127109";"4,6108474";"4,6020226";"4,6340254";"4,629434";"4,5871773";"4,5213379";"4,6143506";"4,446461";"4,1781874"
"Borgerhout";"Percentage 90+'ers";"0,8008331";"0,801176";"0,7597938";"0,7965435";"0,8320146";"0,825699";"0,8384704";"0,7864404";"0,7691771";"0,6712803";"0,6442941";"0,6828494";"0,7680492"
"Borgerhout";"Percentage mannen 0-9 jaar";"6,5157563";"6,522112";"6,6179495";"6,6692414";"6,8359469";"6,9815586";"7,1612461";"7,366716";"7,5546673";"7,8523645";"7,8195977";"7,9809437";"8,1325433"
"Borgerhout";"Percentage mannen 10-19 jaar";"6,2132745";"6,2477031";"6,2719288";"6,1792464";"6,152592";"6,0773349";"6,0393491";"6,0309411";"6,0534938";"5,9146482";"5,8635394";"5,8870236";"5,8832565"
"Borgerhout";"Percentage mannen 20-29 jaar";"6,7041876";"6,8381722";"6,8865391";"6,9106182";"6,8479355";"6,7412255";"6,8849052";"6,8385098";"6,9318895";"6,9388697";"6,7488644";"6,8239564";"6,910248"
"Borgerhout";"Percentage mannen 30-39 jaar";"7,4157638";"7,6393483";"7,663271";"7,5961283";"7,5864384";"7,6644854";"7,7092043";"7,8362326";"7,8985895";"7,905421";"7,9007138";"7,9650635";"8,218126"
"Borgerhout";"Percentage mannen 40-49 jaar";"6,1190588";"6,1766507";"6,2453118";"6,4688986";"6,5026615";"6,5246877";"6,6605258";"6,7281733";"6,6855669";"6,7497116";"6,7465468";"6,8421053";"7,013386"
"Borgerhout";"Percentage mannen 50-59 jaar";"5,4198795";"5,3289232";"5,255644";"5,2233942";"5,1647245";"5,1683522";"5,1276601";"5,0895603";"5,0194037";"5,0795848";"5,1798461";"5,1202359";"5,1130129"
"Borgerhout";"Percentage mannen 60-69 jaar";"4,8273126";"4,677202";"4,461974";"4,3568515";"4,3542896";"4,2474717";"4,2466756";"4,2326924";"4,038761";"3,9723183";"3,9723742";"3,8679673";"3,7458855"
"Borgerhout";"Percentage mannen 70-79 jaar";"4,009124";"3,8368247";"3,6779829";"3,6085834";"3,467127";"3,3789411";"3,3633293";"3,2960068";"3,3090884";"3,2179931";"3,1635302";"3,01951";"2,7847268"
"Borgerhout";"Percentage mannen 80-89 jaar";"1,242159";"1,3744947";"1,5220074";"1,5472254";"1,5968925";"1,5823914";"1,589551";"1,5470573";"1,5313829";"1,5570934";"1,6130527";"1,5766788";"1,5185429"
"Borgerhout";"Percentage mannen 90+ jaar";"0,1289267";"0,1127037";"0,1330849";"0,1544812";"0,1750348";"0,1594289";"0,1676941";"0,1478977";"0,1533707";"0,1384083";"0,1575971";"0,1565336";"0,1821374"
"Borgerhout";"Percentage vrouwen 0-9 jaar";"6,6744353";"6,7352689";"6,6881216";"6,6402761";"6,6776963";"6,8078525";"6,8305817";"6,9934502";"7,2177166";"7,3886967";"7,471957";"7,6315789";"7,8099627"
"Borgerhout";"Percentage vrouwen 10-19 jaar";"5,9380656";"6,1031484";"6,2549907";"6,2468319";"6,4379226";"6,5032719";"6,3274995";"6,211705";"6,1510933";"5,9677047";"6,0025957";"5,9255898";"5,9183673"
"Borgerhout";"Percentage vrouwen 20-29 jaar";"6,4463343";"6,5662134";"6,666344";"6,8937218";"7,0397545";"7,2433076";"7,3572829";"7,3784539";"7,5151628";"7,5317186";"7,2517846";"7,3933757";"7,5115207"
"Borgerhout";"Percentage vrouwen 30-39 jaar";"6,5579054";"6,6029646";"6,7244175";"6,6813102";"6,6033664";"6,5770375";"6,5731359";"6,8220767";"6,9109753";"7,1926182";"7,4256049";"7,4637024";"7,4698266"
"Borgerhout";"Percentage vrouwen 40-49 jaar";"5,7297994";"5,7797378";"5,8412176";"5,7954573";"5,9008296";"5,9202855";"5,7795413";"5,6130713";"5,5864104";"5,5547866";"5,7407064";"5,8348457";"5,8064516"
"Borgerhout";"Percentage vrouwen 50-59 jaar";"5,3578955";"5,2186696";"5,2072495";"5,3030486";"5,2846113";"5,3063653";"5,2788209";"5,1834636";"5,0124323";"4,9919262";"5,045425";"5,0907441";"5,0647356"
"Borgerhout";"Percentage vrouwen 60-69 jaar";"5,3901272";"5,1231165";"4,9144627";"4,6851239";"4,5556994";"4,492564";"4,4190935";"4,3453764";"4,4035972";"4,2560554";"4,2388987";"4,126588";"4,0487163"
"Borgerhout";"Percentage vrouwen 70-79 jaar";"5,7322788";"5,4955286";"5,3379147";"5,3320138";"5,1455426";"4,9375372";"4,768653";"4,6176961";"4,3547975";"4,2929642";"4,1693705";"3,8974592";"3,6229976"
"Borgerhout";"Percentage vrouwen 80-89 jaar";"2,9058091";"2,9327453";"3,0028795";"3,0654855";"3,0139548";"3,0196312";"3,0444744";"3,0823767";"3,0557944";"2,9642445";"3,0012979";"2,8697822";"2,6596445"
"Borgerhout";"Percentage vrouwen 90+ jaar";"0,6719064";"0,6884724";"0,6267089";"0,6420623";"0,6569798";"0,6662701";"0,6707764";"0,6385426";"0,6158065";"0,532872";"0,486697";"0,5263158";"0,5859118"
"Borgerhout";"Aantal Belgen";"30412";"31275";"32906";"33469";"33865";"34219";"34192";"34171";"34179";"34003";"33902";"34432";"34871"
"Borgerhout";"Aantal vreemdelingen";"9921";"9540";"8421";"7960";"7841";"7806";"8147";"8426";"8854";"9347";"9246";"9648";"10699"
"Borgerhout";"Aantal EU'ers (EU15-landen)";"1310";"1312";"1265";"1322";"1280";"1359";"1605";"1867";"2144";"2458";"2390";"2545";"2884"
"Borgerhout";"Aantal nieuwe EU'ers";"145";"190";"234";"231";"248";"264";"296";"372";"530";"642";"713";"898";"1189"
"Borgerhout";"Aantal Europeanen buiten EU";"811";"1009";"1076";"866";"797";"777";"738";"704";"686";"671";"689";"690";"897"
"Borgerhout";"Aantal Marokkanen";"6130";"5206";"3810";"3582";"3471";"3344";"3300";"3268";"3167";"3161";"3066";"2957";"2873"
"Borgerhout";"Aantal Turken";"161";"136";"109";"101";"109";"112";"119";"113";"103";"111";"96";"84";"115"
"Borgerhout";"Rest AziÃ«";"410";"707";"880";"784";"783";"771";"817";"774";"823";"813";"801";"914";"1018"
"Borgerhout";"Rest Afrika";"580";"618";"719";"758";"807";"842";"858";"929";"948";"998";"1016";"1050";"1133"
"Borgerhout";"Amerika en OceaniÃ«";"138";"168";"167";"161";"154";"149";"152";"136";"137";"144";"154";"171";"196"
"Borgerhout";"Aantal niet-EU'ers";"8466";"8038";"6922";"6407";"6313";"6183";"6246";"6187";"6180";"6247";"6143";"6205";"6626"
"Borgerhout";"Aantal vluchtelingen";"236";"194";"161";"155";"192";"188";"262";"263";"316";"349";"321";"339";"394"
"Borgerhout";"Nationaliteit onbekend";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Borgerhout";"Percentage Belgen";"75,4022761";"76,6262404";"79,6234907";"80,7864057";"81,1993478";"81,4253421";"80,7576939";"80,2192643";"79,4250924";"78,438293";"78,5714286";"78,1125227";"76,5218345"
"Borgerhout";"Percentage vreemdelingen";"24,5977239";"23,3737596";"20,3765093";"19,2135943";"18,8006522";"18,5746579";"19,2423061";"19,7807357";"20,5749076";"21,561707";"21,4285714";"21,8874773";"23,4781655"
"Borgerhout";"Percentage EU15";"3,2479607";"3,2145045";"3,0609529";"3,1910015";"3,0691028";"3,2337894";"3,7908311";"4,3829378";"4,9822229";"5,6701269";"5,5390748";"5,7735935";"6,328725"
"Borgerhout";"Percentage nieuwe EU";"0,3595071";"0,4655151";"0,5662158";"0,5575804";"0,5946387";"0,6281975";"0,699119";"0,8733009";"1,2316129";"1,4809689";"1,652452";"2,0372051";"2,6091727"
"Borgerhout";"Percentage niet EU'ers";"20,9902561";"19,69374";"16,7493406";"15,4650124";"15,1369108";"14,712671";"14,752356";"14,524497";"14,3610717";"14,4106113";"14,2370446";"14,0766788";"14,5402677"
"Borgerhout";"Percentage Europa buiten EU";"2,0107604";"2,4721303";"2,6036247";"2,0903232";"1,910996";"1,8488995";"1,7430738";"1,6526985";"1,5941254";"1,5478662";"1,5968295";"1,5653358";"1,9684003"
"Borgerhout";"Percentage Marokkanen";"15,1984727";"12,7551145";"9,2191545";"8,6461175";"8,3225435";"7,9571684";"7,7942323";"7,6719018";"7,3594683";"7,2918108";"7,1057755";"6,7082577";"6,3045864"
"Borgerhout";"Percentage Turken";"0,3991769";"0,3332108";"0,2637501";"0,2437906";"0,2613533";"0,266508";"0,2810647";"0,2652769";"0,2393512";"0,2560554";"0,22249";"0,1905626";"0,252359"
"Borgerhout";"Percentage Rest AziÃ«";"1,0165373";"1,7322063";"2,1293585";"1,8923942";"1,8774277";"1,8346222";"1,929663";"1,8170294";"1,9124858";"1,8754325";"1,8564012";"2,0735027";"2,2339258"
"Borgerhout";"Percentage Rest Afrika";"1,4380284";"1,5141492";"1,7397827";"1,8296362";"1,9349734";"2,0035693";"2,0265004";"2,1809048";"2,2029605";"2,3021915";"2,3546862";"2,3820327";"2,4862848"
"Borgerhout";"Percentage Amerika en OceaniÃ«";"0,3421516";"0,4116134";"0,4040942";"0,3886167";"0,3692514";"0,3545509";"0,3590071";"0,3192713";"0,3183603";"0,3321799";"0,3569111";"0,387931";"0,4301075"
"Borgerhout";"Percentage vluchtelingen";"0,5851288";"0,4753154";"0,3895758";"0,3741341";"0,4603654";"0,4473528";"0,6188148";"0,6174144";"0,7343202";"0,805075";"0,7439511";"0,7690563";"0,8646039"
"Borgerhout";"Percentage nationaliteit onbekend";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Borgerhout";"Aantal autochtonen";"?";"?";"?";"?";"25158";"25086";"24896";"24669";"24439";"24170";"23946";"24048";"24438"
"Borgerhout";"Aantal nieuwe Belgen";"?";"?";"?";"?";"8707";"9133";"9296";"9501";"9739";"9833";"9956";"10384";"10445"
"Borgerhout";"Aantal allochtonen";"?";"?";"?";"?";"16548";"16939";"17443";"17928";"18594";"19180";"19202";"20032";"21132"
"Borgerhout";"Aantal EU'ers (EU15)";"?";"?";"?";"?";"?";"?";"?";"2498";"2735";"3023";"2932";"3081";"3303"
"Borgerhout";"Aantal nieuwe EU'ers";"?";"?";"?";"?";"?";"?";"?";"516";"685";"783";"866";"1075";"1332"
"Borgerhout";"Aantal allochtonen niet EU";"?";"?";"?";"?";"?";"?";"?";"14299";"14556";"14744";"14804";"15309";"16497"
"Borgerhout";"Aantal Europeanen buiten de EU";"?";"?";"?";"?";"?";"?";"?";"1235";"1330";"1255";"1260";"1357";"1899"
"Borgerhout";"Aantal Marokkanen";"?";"?";"?";"?";"?";"?";"?";"9609";"9688";"9721";"9689";"9791";"10090"
"Borgerhout";"Aantal Turken";"?";"?";"?";"?";"?";"?";"?";"285";"283";"289";"268";"275";"367"
"Borgerhout";"Aantal rest AziÃ«";"?";"?";"?";"?";"?";"?";"?";"1062";"1202";"1206";"1229";"1437";"1545"
"Borgerhout";"Aantal rest Afrika";"?";"?";"?";"?";"?";"?";"?";"1403";"1518";"1551";"1620";"1761";"2017"
"Borgerhout";"Aantal Amerika en OceaniÃ«";"?";"?";"?";"?";"?";"?";"?";"227";"244";"247";"262";"304";"349"
"Borgerhout";"Aantal vluchtelingen";"?";"?";"?";"?";"?";"?";"?";"478";"291";"475";"476";"384";"230"
"Borgerhout";"Aantal etniciteit onbekend";"?";"?";"?";"?";"?";"?";"?";"614";"617";"630";"600";"567";"131"
"Borgerhout";"Percentage autochtonen";"?";"?";"?";"?";"60,3222558";"59,6930399";"58,8015777";"57,9125291";"56,7912997";"55,7554787";"55,4973579";"54,5553539";"53,6273864"
"Borgerhout";"Percentage nieuwe Belgen";"?";"?";"?";"?";"20,877092";"21,7323022";"21,9561161";"22,3043876";"22,6314689";"22,6828143";"23,0740706";"23,5571688";"22,9207812"
"Borgerhout";"Percentage allochtonen";"?";"?";"?";"?";"39,6777442";"40,3069601";"41,1984223";"42,0874709";"43,2087003";"44,2445213";"44,5026421";"45,4446461";"46,3726136"
"Borgerhout";"Percentage EU'ers (EU15)";"?";"?";"?";"?";"?";"?";"?";"5,8642627";"6,3555876";"6,9734717";"6,7952165";"6,9895644";"7,2481896"
"Borgerhout";"Percentage nieuwe EU'ers";"?";"?";"?";"?";"?";"?";"?";"1,2113529";"1,5918016";"1,8062284";"2,0070455";"2,4387477";"2,9229756"
"Borgerhout";"Percentage allochtonen niet EU";"?";"?";"?";"?";"?";"?";"?";"33,5680916";"33,8252039";"34,011534";"34,3098174";"34,7300363";"36,2014483"
"Borgerhout";"Percentage Europa buiten EU";"?";"?";"?";"?";"?";"?";"?";"2,8992652";"3,0906514";"2,8950404";"2,9201817";"3,0784936";"4,1672153"
"Borgerhout";"Percentage Marokkanen";"?";"?";"?";"?";"?";"?";"?";"22,5579266";"22,5129552";"22,4244521";"22,4552702";"22,2118875";"22,1417599"
"Borgerhout";"Percentage Turken";"?";"?";"?";"?";"?";"?";"?";"0,6690612";"0,6576348";"0,6666667";"0,621118";"0,6238657";"0,8053544"
"Borgerhout";"Percentage Rest AziÃ«";"?";"?";"?";"?";"?";"?";"?";"2,4931333";"2,7932052";"2,7820069";"2,848336";"3,2599819";"3,3903884"
"Borgerhout";"Percentage rest Afrika";"?";"?";"?";"?";"?";"?";"?";"3,2936592";"3,5275254";"3,5778547";"3,7545193";"3,9950091";"4,4261576"
"Borgerhout";"Percentage Amerika en OceaniÃ«";"?";"?";"?";"?";"?";"?";"?";"0,5329014";"0,5670067";"0,5697809";"0,6072124";"0,6896552";"0,7658547"
"Borgerhout";"Percentage vluchtelingen";"?";"?";"?";"?";"?";"?";"?";"1,1221448";"0,6762252";"1,0957324";"1,1031798";"0,8711434";"0,504718"
"Borgerhout";"Percentage etniciteit onbekend";"?";"?";"?";"?";"?";"?";"?";"1,4414161";"1,4337834";"1,4532872";"1,3905627";"1,2862976";"0,2874698"
"Borgerhout";"Aantal Noord-Europeanen";"?";"?";"?";"?";"?";"?";"?";"48";"44";"45";"35";"40";"45"
"Borgerhout";"Aantal West-Europeanen";"?";"?";"?";"?";"?";"?";"?";"1853";"2059";"2291";"2148";"2224";"2362"
"Borgerhout";"Aantal Zuid-Europeanen";"?";"?";"?";"?";"?";"?";"?";"619";"654";"711";"767";"835";"918"
"Borgerhout";"Aantal Oost-Europeanen";"?";"?";"?";"?";"?";"?";"?";"1884";"2081";"2156";"2230";"2511";"3233"
"Borgerhout";"Aantal West-Aziaten";"?";"?";"?";"?";"?";"?";"?";"777";"793";"835";"837";"951";"1026"
"Borgerhout";"Aantal Centraal-Aziaten";"?";"?";"?";"?";"?";"?";"?";"101";"105";"96";"84";"79";"22"
"Borgerhout";"Aantal Zuid-Aziaten";"?";"?";"?";"?";"?";"?";"?";"363";"410";"425";"434";"485";"563"
"Borgerhout";"Aantal Oost-Aziaten";"?";"?";"?";"?";"?";"?";"?";"209";"237";"238";"259";"287";"344"
"Borgerhout";"Aantal Noord-Afrikanen";"?";"?";"?";"?";"?";"?";"?";"9750";"9839";"9864";"9827";"9950";"10287"
"Borgerhout";"Aantal West-Afrikanen";"?";"?";"?";"?";"?";"?";"?";"802";"817";"895";"971";"1064";"1146"
"Borgerhout";"Aantal Centraal-Afrikanen";"?";"?";"?";"?";"?";"?";"?";"475";"505";"531";"502";"505";"550"
"Borgerhout";"Aantal Zuid-Afrikanen (regio)";"?";"?";"?";"?";"?";"?";"?";"8";"11";"11";"9";"8";"7"
"Borgerhout";"Aantal Oost-Afrikanen";"?";"?";"?";"?";"?";"?";"?";"78";"82";"82";"91";"95";"133"
"Borgerhout";"Aantal Noord-Amerikanen";"?";"?";"?";"?";"?";"?";"?";"45";"50";"47";"48";"46";"43"
"Borgerhout";"Aantal Zuid-Amerikanen";"?";"?";"?";"?";"?";"?";"?";"209";"209";"222";"236";"270";"319"
"Borgerhout";"Aantal OceaniÃ«rs";"?";"?";"?";"?";"?";"?";"?";"x";"x";"x";"x";"x";"x"
"Borgerhout";"Percentage Noord-Europeanen";"?";"?";"?";"?";"?";"?";"?";"0,112684";"0,1022471";"0,1038062";"0,0811162";"0,0907441";"0,0987492"
"Borgerhout";"Percentage West-Europeanen";"?";"?";"?";"?";"?";"?";"?";"4,3500716";"4,7847001";"5,2848904";"4,9782145";"5,0453721";"5,1832346"
"Borgerhout";"Percentage Zuid-Europeanen";"?";"?";"?";"?";"?";"?";"?";"1,453154";"1,5197639";"1,6401384";"1,7776027";"1,8942831";"2,0144832"
"Borgerhout";"Percentage Oost-Europeanen";"?";"?";"?";"?";"?";"?";"?";"4,4228467";"4,8358237";"4,9734717";"5,1682581";"5,696461";"7,0945798"
"Borgerhout";"Percentage West-Aziaten";"?";"?";"?";"?";"?";"?";"?";"1,8240721";"1,8427718";"1,9261822";"1,939835";"2,157441";"2,2514812"
"Borgerhout";"Percentage Centraal-Aziaten";"?";"?";"?";"?";"?";"?";"?";"0,2371059";"0,2439988";"0,2214533";"0,1946788";"0,1792196";"0,0482774"
"Borgerhout";"Percentage Zuid-Aziaten";"?";"?";"?";"?";"?";"?";"?";"0,8521727";"0,9527572";"0,9803922";"1,0058404";"1,1002722";"1,2354619"
"Borgerhout";"Percentage Oost-Aziaten";"?";"?";"?";"?";"?";"?";"?";"0,4906449";"0,5507401";"0,5490196";"0,6002596";"0,6510889";"0,7548826"
"Borgerhout";"Percentage Noord-Afrikanen";"?";"?";"?";"?";"?";"?";"?";"22,8889358";"22,8638487";"22,7543253";"22,7750997";"22,5725953";"22,5740619"
"Borgerhout";"Percentage West-Afrikanen";"?";"?";"?";"?";"?";"?";"?";"1,8827617";"1,898543";"2,0645905";"2,250394";"2,4137931";"2,5148124"
"Borgerhout";"Percentage Centraal-Afrikanen";"?";"?";"?";"?";"?";"?";"?";"1,115102";"1,173518";"1,2249135";"1,1634375";"1,1456443";"1,2069344"
"Borgerhout";"Percentage Zuid-Afrikanen (regio)";"?";"?";"?";"?";"?";"?";"?";"0,0187807";"0,0255618";"0,0253749";"0,0208584";"0,0181488";"0,015361"
"Borgerhout";"Percentage Oost-Afrikanen";"?";"?";"?";"?";"?";"?";"?";"0,1831115";"0,1905514";"0,189158";"0,210902";"0,2155172";"0,2918587"
